"","(15Z)-Tetracosenoic acid","(5-L-Glutamyl)-L-glutamine","1-4-beta-D-Xylan","10(S)17(S)-DiHDHA/protectin D1","11-HETE","12(S)-HETE","15(S)-HETE","2-Oxoglutaramate","2-Oxoglutarate","3',5'-Cyclic IMP","3-Methyleneoxindole","4-Acetamidobutanoate","4-Pyridoxate","5'-Phosphoribosyl-N-formylglycinamide","5-6-Dihydrothymine","5-Guanidino-2-oxopentanoate","5-Hydroxyindoleacetate","5-Hydroxyisourate","5-Oxoproline","5(S)-HETE","acetyl-carnitine","Acetylcholine","acyl-C12 (O-dodecanoyl-carnitine)","acyl-C12:1 (O-dodecenoyl-carnitine)","acyl-C14 (O-tetradecanoyl-L-carnitine)","acyl-C14:1 (Tetradecenoyl Carnitine)","acyl-C16 (L-Palmitoylcarnitine)","acyl-C16:1 (Hexadecenoyl-carnitine)","acyl-C18 (Octadecanoyl-L-carnitine)","acyl-C18:1 (O-octadecenoyl-L-carnitine)","acyl-C18:2","acyl-C4-DC","acyl-C5","acyl-C5-OH","acyl-C5:1","Adenine","Adenosine","Alanine","Allantoate","AMP","Anthranilate","Arginine","Ascorbate","Asparagine","Aspartate","butanoyl-l-carnitine","Chenodeoxycholic acid","Cholic acid","Choline","Citrate","Creatine","Creatinine","Cys-Gly","Cysteine","Cystine","D-Arabitol","D-Glucono-1-5-lactone 6-phosphate","D-Glucose","D-Rhamnose","D-Ribose","Decanoic acid (caprate)","Dehydroascorbate","Deoxycholic acid","DiHOME","Dihomo-g-Linolenic acid/eicosatrienoic acid","Dimethylglycine","Diphosphate","Docosahexaenoic acid","Docosapentaenoic acid","Dodecanedioic acid","Dodecanoic acid","Dopamine","Ectoine","EpOME/HODE","Fumarate","gamma-Glutamyl-Se-methylselenocysteine","gamma-L-Glutamyl-D-alanine","Glutamate","Glutamine","Glycerol 3-phosphate","Glycine","Glycochenodeoxycholic acid","Glycocholic acid","Guanidinoacetate","Guanine","HEPE/oxoETE","Heptanoic acid","Hexadecanoic acid","Hexadecenoic acid","Hexanoic acid (caproate)","hexanoyl-L-carnitine","Hexose phosphate","Histidine","HOTrE/oxoODE","Hypoxanthine","Icosapentaenoic acid","Icosatetraenoic acid","IDP","Indole","Indole-3-acetaldehyde","Indole-3-acetate","kynurenine","L-Adrenaline","L-Arabinose","L-Carnitine","L-Citrulline","L-Methionine S-oxide","L-octanoylcarnitine","Lactate","Leucine/isoleucine","Leukotriene B4/PGA1/PGB1","Linoleate","LPA_16:0","LPA_16:1","LPA_18:2","LPA_20:4","Lysine","Lysophosphatidic Acid","Lysophosphatidylinositol","Malate","Maltose","Mannitol","Methionine","N-Acetylneuraminate","N-Acetylornithine","N-formyl kynurenine","Nonanoic acid (pelargonate)","O-Decanoyl-L-carnitine","O-Decenoyl-L-carnitine","Octadecanoic acid","Octadecatrienoic acid","Octadecenoic acid (Oleic acid)","Octanoic acid (caprylate)","octenoyl-l-carnitine","Ornithine","Oxaloacetate","Pantothenate","Phenylalanine","Phosphate","Picolinic acid","Proline","propionyl-carnitine","Prostaglandin A2/B2/J2","Prostaglandin A3/B3","Pyridoxal","Pyridoxamine 5'-phosphate","Pyruvate","quinolinic acid","Resolvin D1/D2","S-Adenosyl-L-homocysteine","Serine","Sphinganine 1-phosphate","Sphingosine","Sphingosine 1-phosphate","Stearidonic acid","Succinate","Taurine","Taurochenodeoxycholic acid","Taurocholic acid","Taurodeoxycholic acid","Taurolithocholic acid","Tauroursodeoxycholic acid","Tetradecanoic acid","Threonine","Thymidine","trans-4-Hydroxy-L-proline","Tryptophan","Tyrosine","UDP","UMP","Urate","Ursodeoxycholic acid","Valine","Xanthine"
"HTP0534A",449450.2248,75740.99607,171472.2089,26226.81714,9228.247591,4421.008043,1964.362428,36619.52266,93445.68176,47087016.84,1362405.12,69282.57298,34490.97996,3767.057033,605665.0574,2506793.586,199816.1503,297704.6227,2737677.05,4596.444605,6182672.181,665251.7269,107965.0291,106606.5522,67135.32665,83233.43931,428781.4224,38639.38908,184454.2509,948086.696,51826.16367,41419.05569,203995.2005,17626.78929,17072.57126,60843.06057,37695.11133,5345212.414,501159.9762,14879.98958,181094.3407,454490.278,55747.63643,280713.3981,581319.2787,204756.5504,51991.55679,18105.87981,5077705.468,3486203.332,2010694.54,5350644.463,24550.05049,51664.49919,288778.4469,29414.72469,6349.394552,4566748.316,223561.4799,103549.7408,99164.2839,223101.9675,132209.5735,70240.2824,809285.1582,370928.1013,2968.779059,2118837.373,14005.31882,25265.68329,98849.37366,8032.010132,233438.7266,348728.7498,86210.60086,67955.26637,101035.5373,381048.0634,6688254.813,4610.066982,1345020.424,348911.4516,38567.69443,160745.9752,8279.561517,1591.839636,84899.6668,48572328.73,8016729.821,195583.4696,77459.38422,14206.22239,2135960.669,19658.90577,1965587.821,341762.7361,3051817.685,294500.9343,558395.6494,60183.39702,114922.4209,864152.6258,436572.8664,103549.7408,23462846.19,509248.5136,10933.60423,193931.9938,22162325.36,27394501.87,54203.98798,47173664.49,8531.274797,1346.615226,56732.81179,20826.43835,3648919.618,6528.351071,7161.971075,185201.6069,7145.593112,698264.9961,2378166.528,34286.91337,2458790.286,23323.98841,128354.9393,108114.8011,182475.845,27012708.01,3731592.968,95219786.3,60539.04506,825507.762,1928274.33,7732.405764,33522.34154,30558185.07,1891210.128,101652.8983,13599142.73,460930.8607,6184.464454,23820.34356,645.1813344,1530.398633,896751.9069,16778.626,128017.8793,36283.31723,537694.996,12562.13894,52013.78882,366962.634,38725.08964,137856.6103,244173.2155,17282.62363,9130.352648,11011.02672,16121.93568,4608.945041,506158.4612,1229871.454,229322.6877,1511194.328,21548245.96,12104168.39,947643.8574,6722.475768,18375667.29,26947.33876,18397330.82,107931.6404
"HTP0535A",205784.8126,34070.55487,192654.425,1128.523617,8583.764679,2900.493804,957.8080549,29494.54762,115499.232,30312882.26,1042858.191,47945.93938,31780.48217,674.8792013,537560.9183,3019958.805,285146.9196,234469.0126,2114552.297,2443.301611,5111326.687,717657.6406,108721.2943,91955.14657,58608.7636,105144.8884,280560.3044,30847.55753,42963.75128,668601.6568,259220.9962,43879.7453,369016.3723,29357.5362,40129.18999,67140.96332,1096.023158,5241583.192,305820.5729,2583.28589,266583.8449,1535768.138,102417.5164,325306.509,481181.1159,136837.9647,897928.4162,127688.1334,6129125.61,2275259.406,2253587.191,6094368.423,10667.73734,20280.57002,327274.1153,15098.04311,8431.875223,5963942.182,178589.7361,121441.4864,124939.5706,172424.0526,188217.3732,51675.99237,264601.3833,368664.1929,1876.257849,1987898.012,4230.117423,34652.22059,77179.93042,11706.75233,208634.3573,82421.5117,75947.06162,47092.37189,75889.60198,608813.5694,6562448.577,1654.025128,1425014.236,636654.8677,41539.34281,77153.72049,27751.71357,510.9538539,74047.88475,14050950.8,1376008.59,141462.7836,31076.25335,27751.71357,1418294.68,11842.85673,1026720.681,564078.5356,1322306.756,176199.294,700253.1216,48700.75531,161668.4968,1063796.502,487326.6849,121441.4864,31418987.96,267711.7911,46378.88996,49385.03433,14907647.18,36190845.23,9584.511824,9656179.244,8438.428768,837.3151275,31338.74359,13054.33673,4271309.74,4827.739503,2160.261032,198452.3744,10835.86818,149897.8352,2672683.609,18261.22064,2941773.787,132899.991,140792.1484,18767.80734,36350.65289,10207542.69,391243.9782,20019674.29,89186.68296,1052937.022,1004896.281,7725.254372,66214.63164,33053185.38,1529513.885,114306.3682,12277179.31,809473.9435,2311.43041,24743.3821,647.7460748,23244.86842,454778.6746,17282.31605,28252.83549,22429.98755,537367.1213,110505.9973,33817.41897,880294.4484,7083.422931,99402.84293,863749.8312,35995.23417,11280.90699,10385.5914,11295.31942,4719.962574,406965.2064,1072246.629,203051.0708,1353522.191,17853862.11,13044529.28,607143.9538,47398.72789,16049972.5,136928.0952,25941830.78,89081.83328
"HTP0537A",406110.7918,28673.00097,114598.4372,46411.02847,10363.47084,4684.654479,1960.230666,24105.99281,106587.9098,21503633.69,1235655.886,26494.44503,25536.53711,2829.691716,332947.6753,2629175.709,165115.6909,213801.9725,1657985.187,8597.017719,7985642.202,625416.8493,581367.1499,568464.3283,118356.9805,524365.9583,528995.2549,94756.48725,167490.1513,996558.0909,6590.189854,31401.8423,395794.8022,23963.66253,19125.62546,47317.53267,11690.3866,5285611.894,385131.0518,7574.623644,667357.9772,1626955.271,50788.36392,293862.6367,307656.8759,155987.9924,88874.02055,18337.00485,6458168.891,2964825.059,4812912.565,4006350.557,16545.48778,39207.82397,349461.7779,11769.4061,6203.296774,3075610.77,104146.2266,76342.46577,79559.47173,236391.4219,216688.6038,42622.87447,1213531.472,503394.7645,4810.138129,1841534.701,39116.07737,18082.04015,118607.2493,4161.226745,158577.1853,79789.05304,68249.73614,42179.2733,105118.8105,1096391.567,4901899.469,3403.61579,999526.3849,532238.5327,69999.04567,84901.79698,4866.355629,444.7471752,66608.3926,46026371.31,10277236.72,136993.6621,82105.80476,12204.55603,1821889.338,23172.30156,1467203.107,376253.433,4402310.36,229072.0181,547721.0017,62360.84689,129208.6286,712554.3946,465504.8824,76342.46577,20428272.75,362459.5654,48617.28146,233698.2235,12269384.9,47401114.28,75507.05999,52837690.32,5267.454984,594.1563011,33992.35132,22372.47984,4658933.356,5444.316632,22290.64189,131336.0567,4076.962839,102417.7767,4820414.615,26075.22982,2604158.82,113874.0554,89193.2531,71613.25491,148685.5453,24138560.89,6335471.101,94132694.67,45739.73873,1246839.721,1692566.803,3730.702516,289258.4196,36935375.42,1256903.335,56762.24943,8776987.481,724989.5043,354053.9343,25053.97614,1441.895714,3505.012432,362341.3913,17876.1935,149735.809,25455.9752,353109.4643,875.8329529,24643.31271,52978.06117,103093.9926,97027.30221,322746.721,53228.00694,15334.99237,22973.58941,12296.73406,2759.734041,1084411.931,1027066.042,155482.0937,947619.8221,18915577.46,13210319.66,491127.3545,51569.80705,16539283.6,40105.52705,28288591.84,180653.2242
"HTP0538A",480091.3459,39541.67081,130870.3028,33438.95599,5792.826611,5180.09732,2546.837685,27893.52166,107640.1943,23175085.69,1820632.09,97833.75128,19129.75184,397.1041097,500347.9938,2844532.48,240655.7273,277584.4516,3536521.726,4227.163929,7608002.062,669515.9568,290075.8294,524446.6918,69477.40122,339041.1789,363163.3748,59930.25625,116648.4092,857010.031,58595.55215,27677.80726,259584.6614,23560.53362,13577.50698,55946.43329,6722.332356,8152719.7,480342.8556,8890.205338,71431.60259,1806058.833,34962.46041,387729.671,467803.7451,141217.0187,59431.29329,32103.89005,6014958.419,2090865.167,3905411.356,5985474.836,23974.30491,76509.42679,384315.2762,16302.14996,4628.261438,4210417.547,157032.219,104121.233,128394.277,110902.0574,204441.3129,52905.96464,633259.8343,260231.2573,2960.929887,2320648.012,7384.345737,15628.59861,103550.6629,7838.534881,186606.8666,49889.27733,50350.10095,32036.92742,108337.5273,776178.0463,8333212.598,8596.183434,1387106.281,322095.9967,76421.6279,175931.7025,14911.19015,2644.530586,84912.05529,48387089.02,13127373.41,135829.1756,33641.16391,28427.09574,2082063.726,18907.27037,1266858.469,218330.9751,2472284.222,218082.966,747996.5859,67230.91141,36488.54482,787248.3753,475066.1792,104121.233,30011792.84,330187.0238,42932.56731,103164.3208,19766166.29,42293540.92,93276.96981,45559708.62,7346.785883,1981.970895,48984.90828,17970.75248,6367339.887,6098.190252,14629.11869,177601.4262,12945.0905,178248.2943,3553902.203,37233.99027,2863516.571,214468.673,145967.6154,34448.33763,70016.1283,20706006.7,4812561.502,81079940.31,87564.2981,335686.1937,1863317.021,9275.501467,53786.14333,44948152.76,1516486.345,129668.4688,11080405.61,557343.2729,2058.534995,45354.03188,591.0970729,2856.648881,577334.0232,12977.37966,117961.6205,23180.81722,589272.2137,12758.94524,257354.3016,151992.5152,56632.87712,127502.2117,269708.4619,35169.46321,15094.85143,46235.7025,14766.60482,2713.792895,344113.5313,1666263.857,190574.1232,1193600.908,24915981.04,13013979.03,523495.5326,20363.67246,23574745.55,31943.272,24497728.78,158760.0933
"HTP0539A",662450.8177,49956.08756,196472.4704,47798.75443,9605.103102,7429.872255,1853.288762,42513.00524,77150.67542,37496016,1591664.675,64998.2215,29684.05989,551.4686203,584410.5114,4288090.509,200107.8336,370432.1508,2945342.312,3967.192548,6382655.218,776531.9269,74186.21792,117665.1117,28895.3476,99457.93068,289651.8231,31134.67368,103289.7524,930782.1225,27549.03387,43630.68319,519153.7429,41519.97285,39797.89215,73318.52556,2104.820301,10149038.77,395004.7328,1458.802804,128961.5507,1346052.766,45785.32245,553322.8271,562753.2813,145993.4204,1669393.384,860215.8947,8162389.568,1939236.793,7843088.139,8387964.814,13120.68239,32100.91551,367248.3993,13967.12775,9976.943366,5150714.246,158182.2094,120565.8141,137255.5089,92104.29622,2117849.801,96710.50221,719138.7452,670614.4439,1804.516821,1115145.186,6897.347811,24695.37149,98236.8105,10624.56811,320273.5648,62056.0247,67893.88038,39059.27452,137019.4613,254139.7687,10960371.81,3239.168294,2666120.078,1182951.995,102551.4958,127987.3643,5899.728543,1146.107666,108077.2858,41766056.88,7186932.353,165728.1642,39726.01171,37851.61446,2016343.514,24822.87015,140007.8437,155544.77,2200863.302,164801.6809,639814.7656,93278.62943,95092.49257,916540.1843,1044112.784,120565.8141,49233228.9,759261.7793,34329.94107,173168.0362,13480883.73,55658931.63,49978.41712,57474294.86,19830.54229,3542.273765,123053.9332,21720.7826,6780977.941,15211.29125,16176.203,131587.684,7432.013223,158359.8716,4507271.401,27729.76972,4262538.988,39723.34953,213037.7859,28221.99282,105863.5295,23086125.24,7879706.317,89191766.5,106256.2761,557676.7139,1425101.105,5451.862004,286174.3698,50402207.43,1784665.159,157415.1507,13675280.96,699721.7849,2451.074314,20568.87777,1015.281495,705.2835393,520515.2112,14203.27251,122900.6561,29366.92674,955223.5241,46668.46549,76853.36136,634428.4576,56134.11432,105474.9093,488680.3398,89713.77101,22198.49743,52236.56348,18626.98171,6826.503164,332048.9005,1848043.047,333499.2802,728504.3587,29071271.06,25755527.54,785540.9174,30986.49318,21786541.31,114831.9585,35529704.19,76631.14839
"HTP0540A",622450.8049,21817.97648,131784.1334,52319.05528,11123.84729,9002.967611,1920.027881,27757.9578,48813.37415,29273833.05,1534900.729,30492.86257,10276.95475,366.7185015,295114.3237,3474725.977,204070.471,283076.1274,2777990.737,6878.212702,6868767.794,727164.7821,279643.095,372587.1926,116268.5337,366158.3157,607328.857,102848.6691,173200.9386,1625317.86,230173.7543,56922.83726,368812.9812,23028.05008,25662.34664,49757.6493,9993.542977,9120212.249,266184.0688,8444.397556,105996.3248,1167494.022,99620.97078,778871.5209,604509.241,41205.41719,37673.79951,17670.30932,8852181.944,959363.8613,7931386.48,7275288.406,20175.79016,15788.10891,247474.1054,13024.58061,3963.378063,4398448.655,143597.6449,99382.11256,156344.595,87156.81128,76259.6557,130147.4385,1212155.035,785585.1018,1163.613974,3390802.591,2281.145597,46145.31374,125344.2505,3655.227686,242635.149,85698.94525,63266.86518,36319.63677,125186.942,274973.5424,7258409.199,355.1797619,1049624.608,1488297.437,168807.8279,86449.6322,31450.32737,1758.612271,70690.29578,75516292.75,20135155.14,127262.6506,45392.2709,29759.48791,3090798.975,30774.87015,1032343.959,341350.5173,3828479.263,48640.81335,653179.6745,67178.54676,76200.76362,721565.0042,1080901.726,99382.11256,30124884.89,489647.2406,119935.3823,133522.8654,20509806.58,47430384.15,124860.02,90842837.59,9503.209457,1677.185485,83778.75782,27401.02777,5682882.78,13206.37827,511.6742879,105774.8218,19540.52401,130388.6728,2348469.461,19623.56435,94019.23132,159898.5145,152255.2182,42885.89265,103941.8183,34813356.18,7875353.101,158931030.2,69741.52297,387561.1488,1245965.813,8209.614911,123055.7655,62413260.73,1005036.923,172056.8164,12881174.05,597126.5434,110035.7757,21066.23514,1375.245963,8477.635318,567188.1908,11804.41195,219153.3956,21022.66726,698678.0766,91520.61522,104919.3987,583010.0776,132475.7001,71472.66464,255757.4919,216073.6918,40040.85702,55690.21971,17150.32611,7307.913541,414282.3953,2494541.648,178627.742,2676015.737,23585990.81,10747306.07,540584.6498,77932.95704,23754234.17,38839.14914,27291836.39,113472.5262
"HTP0541A",576294.5203,4343.731103,98331.31546,18959.86855,8876.490256,6714.753789,2156.821831,5174.081792,8106.077732,5050626.788,4338102.762,103605.9673,563.8201558,327.8553179,54281.52131,10618002.54,635636.7571,991969.4965,10436689.44,2750.878984,21606657.49,3833118.466,167519.0567,139613.1399,83152.37837,97718.94498,582798.5778,36349.51538,90751.21967,862908.7026,125990.7146,137910.4227,1147620.118,62460.40953,48903.53861,5892.149797,61335.1279,27332804.96,1815316.586,55709.11793,286467.1119,1584181.075,5931.021228,829699.7439,77996.43351,748987.466,474994.2287,135411.4411,18240401.57,58172.65002,15064826.47,19472285.74,26305.18041,67113.8001,700360.5473,3187.632111,1166.101405,133844.6464,15852.09989,9074.059651,796144.6199,2939.417819,611431.0036,64640.70632,1112219.955,1169130.536,720.4869646,4854821.588,4211.969246,24196.85118,332564.9406,11559.99436,51112.12445,65676.92352,11308.39229,6772.015451,391887.446,2998352.707,22504465.66,476.4819453,3443367.703,1385401.146,53410.96185,513752.0558,58196.89243,2452.830104,138794.5775,70639314.69,6716735.922,124046.9489,107103.2991,1617.26,5196326.545,23959.15472,308724.9275,803226.2719,3873470.736,711.1191861,7301721.863,250145.1376,129354.1814,3294397.695,1597624.765,9074.059651,124707945.2,1497634.236,237285.829,345709.2548,798139.3283,177213939.5,33452.45861,50311265.23,15794.73816,2156.566282,115351.4819,19772.76609,15066348.36,12516.44114,4878.066814,8965.389634,1261.110369,3868.121035,9539310.796,904.495334,11729192.26,1816804.385,1519387.205,82096.56385,275436.477,42245044.73,4333824.221,67275139.31,309879.0079,2753070.424,7406939.38,1511.020944,131188.2738,161469498.3,145282.6652,56781.73125,71720372.13,4026126.267,7484.47861,34442.91563,768.9991683,3242.190091,57023.83909,6627.844505,95466.61077,596.9778781,1127991.052,49049.53213,54030.64953,991781.0515,117681.5052,24342.63175,927878.8853,126329.2357,12080.09187,36766.21584,39552.50191,3105.967415,892562.7854,3884050.022,540510.4199,6102687.467,85687253.87,55186419.17,33041.24519,19392.99946,59262384.55,69619.91922,142460216.6,27510508.8
"HTP0542A",314086.4958,24179.59207,149905.3876,19898.95277,7431.998167,5892.036282,718.9711312,37531.13387,96691.69204,30470336.9,1279038.31,39023.91186,43839.91984,257.3945604,438056.6775,3446097.234,247401.6235,320830.2569,2259079.928,3495.102046,6069103.677,1066489.397,117514.3509,131196.1659,54349.41588,93164.22897,380766.584,35127.86036,103267.0965,787905.2778,206713.8041,48860.76775,620618.5979,40696.02685,34273.74573,58757.31199,47669.99836,8094942.953,589150.3558,16022.00107,148780.3111,3106718.939,80316.93437,384954.8251,514863.6853,84412.45811,68250.70734,57273.74364,9928256.837,1639774.224,11424198.03,6141648.216,10756.4498,29889.57568,603671.0051,14341.83841,5115.327117,4350162.454,229146.044,87692.79679,122372.8842,111130.9144,255036.9838,39954.16406,615654.176,427594.3486,3243.40486,4037438.45,16708.59496,29896.28546,104595.5139,5336.650493,231767.9034,44236.29951,64141.7743,46617.26091,80474.14206,1183321.59,8982170.042,3256.479165,1784815.273,2114344.329,282023.4231,180694.6972,25416.18604,2076.502823,59986.52298,29112142.14,3496164.14,142441.271,76791.90567,22389.21989,2290864.158,14395.24427,1795239.466,642047.4082,1900906.585,106146.6914,786464.162,80271.58603,84155.47639,1076563.009,1342363.703,87692.79679,32866075.39,639111.3398,98542.13085,98014.00773,17934735.65,55119745.77,23836.14908,24156206.99,6859.033286,744.424977,50970.1868,11926.28445,6676813.783,7963.909917,1503.241346,138937.1315,7745.381794,118737.0365,4281230.233,36924.76632,4426878.542,524988.2197,187974.3791,48506.1543,53430.58611,17785255.46,3070067.35,39531361.39,99488.52386,358313.7954,2269055.263,12450.42007,80219.18353,73698199.18,1340780.772,129346.4002,18270181.62,1114560.636,357371.8229,18290.54919,567.2515519,7114.471032,521925.1188,8594.696544,69812.70178,27461.4817,813185.6215,52285.08527,99777.58031,962165.5234,68313.52134,102424.4944,379816.3657,313018.8366,64713.98827,211629.17,29230.81103,3402.434727,809909.7452,2509547.855,198415.2826,1952725.615,27636134.03,18076430.61,525767.1127,56511.52495,17159556.57,37945.13541,38359417.1,151532.5238
"HTP0543A",323110.4203,55534.71211,115966.6025,12677.87522,8120.047763,3735.05789,2264.393737,28829.68884,93834.96652,26343231.7,1833366.601,81358.85259,28318.85408,585.3039675,467780.6148,2683893.567,364251.3732,326869.9707,3216767.49,4561.800703,9679193.953,802400.6937,112608.3712,179366.2568,45264.67727,108136.2321,286416.6597,27131.50934,64334.22784,519230.4329,61657.59143,76296.86259,358776.1293,37115.28319,38142.70021,49624.52145,5001.183975,6167426.904,543722.6198,23320.23766,148690.3509,719891.5711,109128.1803,398141.1515,467988.4968,144971.1056,201202.266,19745.88088,6064138.866,1445084.806,1635564.749,8746736.807,19539.2724,32760.42644,290366.8058,15173.28105,13143.79193,3791328.556,126461.9945,79447.87229,128092.9238,128534.8377,664036.5178,36603.74435,492120.1915,375868.9916,4342.68635,2169024.803,6636.743273,25019.25326,89032.19029,12216.80282,186720.356,42864.39182,49197.17614,28612.46089,107645.7058,732658.4048,9311312.833,3614.579442,1715506.925,176086.278,34121.89869,139359.4124,6964.413365,2708.808988,89297.80467,25385917.86,4815849.531,137557.1765,67319.0785,15170.30396,2000560.3,19947.92118,139579.3652,341581.9267,1761940.156,197386.6005,737971.5215,95948.88453,261842.4601,1549992.013,1205175.927,79447.87229,33138314.34,1000063.653,52415.58724,241837.2548,19754419.73,55591363.11,33412.0421,21634852.67,9012.097343,1995.821903,32907.59908,12757.62777,5972157.358,5347.351795,12862.62819,132024.5319,12464.93106,136443.5269,3363303.135,38038.57102,3288890.697,238989.8844,176344.9116,86139.13668,117246.8538,14723689.03,2041786.184,42261399.63,82345.05636,480283.1135,2478037.186,10686.26446,55889.6457,41757931.61,1817102.447,134933.5502,10242620.75,850246.3887,2018.801957,32075.26407,1138.208573,3108.915965,421446.9516,16944.58087,65054.79109,21446.18519,513277.5113,23776.58092,1571932.615,185886.2945,46595.82818,104421.0745,338641.954,11629.81777,9293.059981,13006.55397,19041.39718,2243.805226,342691.6296,1750200.339,211703.3632,1349938.084,26963344.65,14381671.27,499221.5285,46765.91635,27533958.71,119539.8096,33982905.87,2607.167408
"HTP0544A",306325.9911,46882.28343,146225.9978,11080.49972,7945.442059,2265.849043,1547.394555,29543.93065,68754.2383,22562142.6,1270108.722,124723.9988,39520.44579,831.801535,596070.8762,2855830.602,243788.845,291136.4537,3049224.759,2867.758515,3648553.191,602877.7429,120521.4391,156880.9866,72577.29488,120344.0543,511670.0921,50671.41306,130236.9065,762456.2346,397297.3997,62113.04885,423128.0424,44227.70802,18385.0695,63061.45487,12561.19554,6075985.42,705336.2652,18199.07518,132338.5161,758508.783,130299.1005,403176.1409,462413.3741,117270.8502,413696.7473,229274.702,5485231.459,1812685.837,2226692.718,4859019.495,16909.54385,22174.341,340921.0243,20847.13662,6064.79301,4253743.522,93264.00336,98304.93993,57430.21001,155017.6744,63911.98061,58389.09234,522997.1175,259238.3029,3810.738512,606506.4308,4867.041274,21511.36596,73096.51068,2840.997286,171641.0694,42964.94435,74755.11824,25815.49045,82488.77435,272796.4626,8562584.89,4559.725627,1515486.667,2129772.571,145184.2176,134493.36,19296.36679,543.0931209,58061.97187,37840999.2,4625134.264,134845.9295,23174.09327,26822.93635,2069455.706,13588.32155,116583.2294,163229.3806,1707281.939,169515.783,557162.2423,66834.41583,37504.77038,1035618.562,546246.0143,98304.93993,21662634.75,648323.4753,62813.83767,46402.44448,17278552.37,43057291.72,27440.08289,23359710.05,22650.99762,6518.463332,109433.6868,26049.79726,5005155.066,15422.79619,14408.01959,171172.3971,7294.899698,182120.9499,4063141.335,40386.87237,2338762.206,166745.5306,112574.214,13154.10412,50210.15075,22401523.19,1655167.356,40458323.2,68147.87129,404926.6178,2908244.138,9680.780106,110751.7338,27177505.34,1499248.493,136880.2173,16601536.57,1044256.977,2215.229696,47990.24734,739.1457146,14838.07667,523571.4119,13808.02014,63545.48079,26976.74911,624117.9769,23619.8,256967.8139,524191.7979,32332.30218,107874.2638,329882.5465,71822.37611,12899.28899,760.6225705,15261.41806,3728.567341,341001.8324,2073817.145,175825.3008,1062945.166,19942044.11,12924442.61,456931.4303,44589.53593,13221008.27,119895.9444,28222247.57,35724.13815
"HTP0545A",390525.8685,27345.60165,101370.7947,27872.11894,6681.564269,4840.868281,248.8313608,24933.15379,90950.62858,17078312.54,1150911.468,50723.34592,26931.89472,1025.932683,272774.4295,1920227.606,297663.9876,170792.8823,2014809.211,5594.587578,3849660.169,424073.0864,132519.0957,288352.9608,46243.6799,217748.7184,354335.2736,62219.61069,112282.4371,1030258.17,55469.34307,35199.76161,129012.7384,26779.64652,15665.91147,33877.50565,8945.396308,4966612.439,339537.313,10467.44162,116758.6046,464819.9603,97300.7236,236060.9127,309837.9419,153511.4867,1131687.627,799201.9335,3893836.252,768442.4548,1695683.34,3862238.878,9014.188807,25419.48092,210407.8786,14523.23586,4908.662162,3086919.494,73026.61345,77668.83023,97654.32829,78337.59436,1397034.893,37015.34222,857296.7925,291830.6441,1678.359587,1171930.664,8996.591835,11919.17202,96610.88488,3799.089407,131535.4746,56025.47458,51777.03483,30177.04954,66412.49437,523921.6885,4900717.27,1799.466846,1079144.499,4363505.176,2615013.934,59673.28706,34741.01961,3596.670228,46499.77892,37130784.26,12363798.25,133767.7982,23298.25182,22019.24874,1217141.159,27131.6872,95781.26446,237390.572,2631707.988,139558.8346,473669.5096,54947.59142,79414.82489,1258293.378,592399.8888,77668.83023,19328703.11,333457.4691,33156.50287,92639.70285,15098456.01,28051599.94,80937.19913,47546787.16,16379.82333,4291.524035,78007.69377,28072.12266,2881099.925,10435.86998,9180.682621,134086.5263,6999.588578,109502.5145,2200482.006,26692.19275,1684187.35,161301.8731,101054.6348,44182.15934,57572.93182,14783223.87,3837457.843,82188815.78,59705.50468,196292.5129,1393766.969,7766.828263,166664.5366,17673852.72,1023568.805,52961.77241,7647271.669,452328.958,2332.021519,65714.56026,929.3164823,8421.863397,346902.2558,14058.48837,115901.8466,21919.65071,345099.7171,11883.63709,136049.6417,149200.3694,66738.3837,73335.12244,251938.2378,605883.3148,477792.6894,240721.8779,17099.00745,53280.23972,430749.4926,870161.4078,152624.987,853841.3034,16902910.79,8828774.284,363174.8766,46727.31061,16961883.45,552041.392,16964252.82,26545.38108
